accuracy	flops
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.7886690647482	7.201543999999999
79.96852517985612	7.282095913669063
80.37320143884892	7.445716988309352
80.57553956834532	7.619407052158273
80.75539568345324	7.760372901079136
80.98021582733813	7.923993975719424
81.22751798561151	8.110270276079135
81.42985611510791	8.266339608812949
81.69964028776978	8.440029672661868
81.78956834532374	8.611202489208633
81.99190647482014	8.729513112410071
82.2841726618705	8.943479133093524
82.53147482014388	9.114651949640287
82.59892086330935	9.273238529676258
82.62140287769785	9.469583819244603
82.82374100719424	9.625653151978415
83.07104316546763	9.82199844154676
83.04856115107914	10.015826483812948
83.07104316546763	10.204620031474818
83.07104316546763	10.383344589928058
83.36330935251799	10.59731061061151
83.47571942446044	10.74079370683453
83.45323741007195	10.927070007194244
83.49820143884892	11.133484285971221
83.56564748201438	11.332346822841725
83.58812949640287	11.538761101618704
83.58812949640287	11.689795939748201
83.67805755395683	11.90627920773381
83.7679856115108	12.15548669064748
83.79046762589928	12.37448720593525
83.85791366906474	12.593487721223019
83.85791366906474	12.779764021582732
83.90287769784173	13.028971504496402
83.92535971223022	13.260558256294964
83.92535971223022	13.517317481115107
83.92535971223022	13.799249178956831
83.92535971223022	14.05097390917266
83.90287769784173	14.28507790827338
83.9478417266187	14.524216401978414
83.92535971223022	14.808665347122298
83.90287769784173	15.083045303057553
83.90287769784173	15.410287452338128
83.92535971223022	15.669563924460428
83.9478417266187	15.964081858812945
83.90287769784173	16.27622052428057
83.88039568345324	16.535496996402877
83.88039568345324	16.799807963129496
83.90287769784173	17.089291402877695
83.88039568345324	17.32842989658273
83.90287769784173	17.617913336330936
83.90287769784173	17.8192931205036
83.90287769784173	18.398259999999997
