accuracy	flops
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.95953237410072	8.686648
84.9820143884892	8.709153365107914
85.18435251798562	8.7423436573741
85.11690647482014	8.784698183453237
85.2068345323741	8.833054054856117
85.16187050359713	8.87181979586331
85.4091726618705	8.920723065647483
85.36420863309353	8.95322378057554
85.38669064748201	9.004965507194246
85.36420863309353	9.054091743705037
85.4091726618705	9.107414914568347
85.43165467625899	9.1661920323741
85.38669064748201	9.23674887410072
85.43165467625899	9.28419220143885
85.45413669064749	9.33043926708633
85.54406474820144	9.381694346223021
85.54406474820144	9.42913767356115
85.56654676258992	9.49053028147482
85.54406474820144	9.552814756294964
85.47661870503597	9.61678214028777
85.49910071942446	9.689792256294965
85.54406474820144	9.77399398381295
85.54406474820144	9.837738401079136
85.52158273381295	9.912938110611512
85.52158273381295	9.984265317446043
85.54406474820144	10.059789458633093
85.54406474820144	10.151351008992807
85.54406474820144	10.236363815647483
85.54406474820144	10.321538838129497
85.54406474820144	10.415168480215828
85.56654676258992	10.521348211330935
85.56654676258992	10.621851028776979
85.56654676258992	10.724867871402878
85.56654676258992	10.826729166366906
85.54406474820144	10.961091176258993
85.54406474820144	11.102103394784173
85.54406474820144	11.23733723471223
85.54406474820144	11.378308739208633
85.54406474820144	11.517759550359713
85.54406474820144	11.668544151978416
85.54406474820144	11.831655875899282
85.54406474820144	11.995416463129496
85.54406474820144	12.164894678057554
85.54406474820144	12.369123952338128
85.54406474820144	12.609726444244604
85.54406474820144	12.848808242805754
85.54406474820144	13.12203295143885
85.54406474820144	13.467923307553956
85.54406474820144	13.871536058453238
85.54406474820144	14.264889778776979
85.54406474820144	14.719838396582734
85.54406474820144	15.719330555755395
