accuracy	flops
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.55305755395683	7.206729999999999
80.84532374100719	7.317437580935252
81.18255395683454	7.450789894334532
81.29496402877697	7.5690457194244605
81.54226618705036	7.722526683902877
81.60971223021583	7.863427241456834
81.87949640287769	8.029488612859712
82.12679856115108	8.19554998426259
82.39658273381295	8.323870134892086
82.7113309352518	8.459738529676258
82.9136690647482	8.615735575539567
83.09352517985612	8.766700458633093
83.25089928057554	8.940310074190647
83.52068345323741	9.07869455035971
83.52068345323741	9.199466456834532
83.74550359712231	9.345399177158273
84.01528776978417	9.516492711330933
84.24010791366906	9.682554082733812
84.24010791366906	9.856163698291365
84.39748201438849	10.044869802158273
84.62230215827338	10.233575906025179
84.73471223021583	10.407185521582733
84.77967625899281	10.578279055755395
84.91456834532374	10.749372589928056
85.07194244604317	10.92298220548561
85.09442446043165	11.119236553507193
85.18435251798562	11.323039145683452
85.22931654676259	11.524325656474819
85.29676258992805	11.69290310926259
85.38669064748201	11.914318271133093
85.54406474820144	12.170958572392085
85.61151079136691	12.354632513489205
85.61151079136691	12.581079838129495
85.61151079136691	12.79243067446043
85.67895683453237	13.04655489433453
85.74640287769785	13.265453974820142
85.79136690647482	13.539706845773381
85.74640287769785	13.821507960881293
85.72392086330935	14.09576083183453
85.72392086330935	14.380078028327336
85.70143884892086	14.676975631744602
85.70143884892086	14.92606768884892
85.72392086330935	15.14748285071942
85.72392086330935	15.489669919064745
85.70143884892086	15.786567522482011
85.74640287769785	16.043207823741003
85.74640287769785	16.325008938848917
85.74640287769785	16.631970867805755
85.74640287769785	16.913771982913666
85.74640287769785	17.24337864433453
85.74640287769785	17.59059787544964
85.74640287769785	18.398259999999997
